evaluation_split,record_id,source_image,noise_level,error_types,changed_fields,product_count,gt_seller_company_name,noisy_seller_company_name,gt_seller_vat_no,noisy_seller_vat_no,gt_seller_address,noisy_seller_address,gt_buyer_company_name,noisy_buyer_company_name,gt_buyer_name,noisy_buyer_name,gt_buyer_country,noisy_buyer_country,gt_buyer_address,noisy_buyer_address,gt_invoice_number,noisy_invoice_number,gt_invoice_date,noisy_invoice_date,gt_payment_sub_total,noisy_payment_sub_total,gt_payment_discount_amount,noisy_payment_discount_amount,gt_payment_discount_percentage,noisy_payment_discount_percentage,gt_payment_due,noisy_payment_due,gt_payment_total,noisy_payment_total,gt_products_json,noisy_products_json
validation,6201,60200.png,high,product_description_replace|digit_transposition|extra_space|case_variation|ocr_char_confusion|small_amount_delta|missing_character|date_offset|extra_space|small_amount_delta|small_amount_delta|small_amount_delta|extra_space|missing_value,products.0.description|products.1.description|products.1.unit_price|seller.address|products.2.unit_price|buyer.address|invoice.date|products.2.description|payment.total|products.2.quantity|products.0.quantity|invoice.number|products.1.quantity,3,,,,,"747 Aaron Ridges Apt. 230 North Maryburgh, FM 69302","747 aaron ridges apt. 230 north maryburgh, fm 69302",,,,,,,"2132 Ortiz Inlet Apt. 398 Rogersborough, MI 41334","2132 Ortiz Inlet Apt. 398 Rogersboough, MI 41334",8835-3995,8835-399 5,28.09.2000,30.09.2000,,,,,,,,,971.03,972.94,"[{""amount"": 34.57, ""description"": ""productize seamless niches"", ""quantity"": 1.8, ""reference"": ""je-493"", ""unit_price"": 38.98}, {""amount"": 14.27, ""description"": ""brand viral functionalities"", ""quantity"": 8.46, ""reference"": ""gG-042"", ""unit_price"": 87.2}, {""amount"": 101.09, ""description"": ""visualize B2B niches"", ""quantity"": 4.51, ""reference"": ""Rg-258"", ""unit_price"": 47.25}]","[{""amount"": 34.57, ""description"": ""mesh mission-critical e-tail ers"", ""quantity"": 1.01, ""reference"": ""je-493"", ""unit_price"": 38.98}, {""amount"": 14.27, ""description"": ""0rchestrate clicks-and-mortar channels"", ""quantity"": null, ""reference"": ""gG-042"", ""unit_price"": 78.2}, {""amount"": 101.09, ""description"": ""visualize B2 B niches"", ""quantity"": 2.02, ""reference"": ""Rg-258"", ""unit_price"": 49.62}]"
test,6209,60208.png,low,small_amount_delta|digit_transposition|digit_transposition,products.0.quantity|products.0.unit_price|payment.total,1,,,,,"453 Frey Cove Roseberg, IA 54348","453 Frey Cove Roseberg, IA 54348",,,,,,,"35580 Norma Track Apt. 599 Donnaberg, NE 90199","35580 Norma Track Apt. 599 Donnaberg, NE 90199",1391-4344,1391-4344,06.07.1995,06.07.1995,,,,,,,,,846.7,486.7,"[{""amount"": 301.62, ""description"": ""disintermediate interactive schemas"", ""quantity"": 2.33, ""reference"": ""Uo-336"", ""unit_price"": 40.34}]","[{""amount"": 301.62, ""description"": ""disintermediate interactive schemas"", ""quantity"": 1.16, ""reference"": ""Uo-336"", ""unit_price"": 4.34}]"
validation,6211,60210.png,low,missing_character|transposed_characters,seller.address|invoice.number,4,,,,,"8818 Reyes Via Jonathanfort, VI 89547","8818 Reyes Via Jonathanfort, VI 8947",,,,,,,"5818 Kerr Manors Apt. 007 East Sandra, NJ 74746","5818 Kerr Manors Apt. 007 East Sandra, NJ 74746",6735-8776,6375-8776,08.02.2020,08.02.2020,,,,,,,,,138.26,138.26,"[{""amount"": 252.77, ""description"": ""strategize visionary partnerships"", ""quantity"": 2.8, ""reference"": ""WW-536"", ""unit_price"": 92.84}, {""amount"": 314.07, ""description"": ""cultivate interactive solutions"", ""quantity"": 4.51, ""reference"": ""ez-337"", ""unit_price"": 46.98}, {""amount"": 295.14, ""description"": ""mesh bleeding-edge synergies"", ""quantity"": 1.5, ""reference"": ""nS-187"", ""unit_price"": 70.46}, {""amount"": 209.52, ""description"": ""incubate granular relationships"", ""quantity"": 9.37, ""reference"": ""Ir-500"", ""unit_price"": 59.61}]","[{""amount"": 252.77, ""description"": ""strategize visionary partnerships"", ""quantity"": 2.8, ""reference"": ""WW-536"", ""unit_price"": 92.84}, {""amount"": 314.07, ""description"": ""cultivate interactive solutions"", ""quantity"": 4.51, ""reference"": ""ez-337"", ""unit_price"": 46.98}, {""amount"": 295.14, ""description"": ""mesh bleeding-edge synergies"", ""quantity"": 1.5, ""reference"": ""nS-187"", ""unit_price"": 70.46}, {""amount"": 209.52, ""description"": ""incubate granular relationships"", ""quantity"": 9.37, ""reference"": ""Ir-500"", ""unit_price"": 59.61}]"
test,6215,60214.png,low,decimal_rounding|date_offset|missing_character,products.1.unit_price|invoice.date|invoice.number,5,,,,,"848 Michael Canyon Suite 294 Wallacemouth, MP 51428","848 Michael Canyon Suite 294 Wallacemouth, MP 51428",,,,,,,"588 Reid Union East Roseville, MA 64765","588 Reid Union East Roseville, MA 64765",4390-5647,390-5647,07.10.2016,04.10.2016,,,,,,,,,713.6,713.6,"[{""amount"": 432.46, ""description"": ""syndicate rich metrics"", ""quantity"": 7.76, ""reference"": ""JK-401"", ""unit_price"": 34.42}, {""amount"": 376.57, ""description"": ""engage transparent eyeballs"", ""quantity"": 4.15, ""reference"": ""hu-499"", ""unit_price"": 72.22}, {""amount"": 470.35, ""description"": ""re-intermediate cross-platform content"", ""quantity"": 4.62, ""reference"": ""ND-626"", ""unit_price"": 71.96}, {""amount"": 217.46, ""description"": ""syndicate killer architectures"", ""quantity"": 1.72, ""reference"": ""UD-429"", ""unit_price"": 57.21}, {""amount"": 280.95, ""description"": ""re-contextualize extensible technologies"", ""quantity"": 8.72, ""reference"": ""rX-758"", ""unit_price"": 49.11}]","[{""amount"": 432.46, ""description"": ""syndicate rich metrics"", ""quantity"": 7.76, ""reference"": ""JK-401"", ""unit_price"": 34.42}, {""amount"": 376.57, ""description"": ""engage transparent eyeballs"", ""quantity"": 4.15, ""reference"": ""hu-499"", ""unit_price"": 72.0}, {""amount"": 470.35, ""description"": ""re-intermediate cross-platform content"", ""quantity"": 4.62, ""reference"": ""ND-626"", ""unit_price"": 71.96}, {""amount"": 217.46, ""description"": ""syndicate killer architectures"", ""quantity"": 1.72, ""reference"": ""UD-429"", ""unit_price"": 57.21}, {""amount"": 280.95, ""description"": ""re-contextualize extensible technologies"", ""quantity"": 8.72, ""reference"": ""rX-758"", ""unit_price"": 49.11}]"
test,6217,60216.png,low,missing_character,invoice.number,1,,,,,"090 Hill Forks Apt. 104 Barnesfort, MD 72194","090 Hill Forks Apt. 104 Barnesfort, MD 72194",,,,,,,"378 Haynes Ferry Lake Julie, PA 55835","378 Haynes Ferry Lake Julie, PA 55835",7150-1765,150-1765,30.07.2016,30.07.2016,,,,,,,,,579.2,579.2,"[{""amount"": 423.64, ""description"": ""syndicate seamless supply-chains"", ""quantity"": 1.86, ""reference"": ""cd-367"", ""unit_price"": 64.43}]","[{""amount"": 423.64, ""description"": ""syndicate seamless supply-chains"", ""quantity"": 1.86, ""reference"": ""cd-367"", ""unit_price"": 64.43}]"
validation,6219,60218.png,low,day_month_swap|digit_transposition,invoice.date|products.0.quantity,2,,,,,"617 Lori Estates Apt. 455 New Meagan, ND 37611","617 Lori Estates Apt. 455 New Meagan, ND 37611",,,,,,,"02675 Martinez Corner Apt. 856 New Bryan, KY 77191","02675 Martinez Corner Apt. 856 New Bryan, KY 77191",0298-0405,0298-0405,04.01.1994,01.04.1994,,,,,,,,,248.33,248.33,"[{""amount"": 437.04, ""description"": ""empower integrated eyeballs"", ""quantity"": 3.57, ""reference"": ""ID-320"", ""unit_price"": 71.29}, {""amount"": 60.12, ""description"": ""leverage killer info-mediaries"", ""quantity"": 2.36, ""reference"": ""zp-641"", ""unit_price"": 47.23}]","[{""amount"": 437.04, ""description"": ""empower integrated eyeballs"", ""quantity"": 3.75, ""reference"": ""ID-320"", ""unit_price"": 71.29}, {""amount"": 60.12, ""description"": ""leverage killer info-mediaries"", ""quantity"": 2.36, ""reference"": ""zp-641"", ""unit_price"": 47.23}]"
validation,6220,60219.png,low,missing_character|date_offset,invoice.number|invoice.date,7,,,,,"292 Morris Forest Lake Julia, MD 44311","292 Morris Forest Lake Julia, MD 44311",,,,,,,"9341 Kristen Rapids Mosesmouth, LA 03401","9341 Kristen Rapids Mosesmouth, LA 03401",8053-9859,8053-985,27.11.1991,28.11.1991,,,,,,,,,167.41,167.41,"[{""amount"": 331.91, ""description"": ""utilize world-class paradigms"", ""quantity"": 3.05, ""reference"": ""pr-307"", ""unit_price"": 50.76}, {""amount"": 108.11, ""description"": ""redefine back-end systems"", ""quantity"": 6.77, ""reference"": ""Vx-621"", ""unit_price"": 17.31}, {""amount"": 51.61, ""description"": ""incubate vertical content"", ""quantity"": 2.67, ""reference"": ""OS-372"", ""unit_price"": 44.23}, {""amount"": 202.3, ""description"": ""re-contextualize wireless relationships"", ""quantity"": 9.49, ""reference"": ""jT-664"", ""unit_price"": 85.51}, {""amount"": 417.77, ""description"": ""visualize compelling synergies"", ""quantity"": 2.8, ""reference"": ""qC-987"", ""unit_price"": 30.5}, {""amount"": 494.6, ""description"": ""unleash value-added technologies"", ""quantity"": 2.56, ""reference"": ""Mo-663"", ""unit_price"": 91.07}, {""amount"": 111.81, ""description"": ""empower robust channels"", ""quantity"": 4.19, ""reference"": ""aK-315"", ""unit_price"": 54.88}]","[{""amount"": 331.91, ""description"": ""utilize world-class paradigms"", ""quantity"": 3.05, ""reference"": ""pr-307"", ""unit_price"": 50.76}, {""amount"": 108.11, ""description"": ""redefine back-end systems"", ""quantity"": 6.77, ""reference"": ""Vx-621"", ""unit_price"": 17.31}, {""amount"": 51.61, ""description"": ""incubate vertical content"", ""quantity"": 2.67, ""reference"": ""OS-372"", ""unit_price"": 44.23}, {""amount"": 202.3, ""description"": ""re-contextualize wireless relationships"", ""quantity"": 9.49, ""reference"": ""jT-664"", ""unit_price"": 85.51}, {""amount"": 417.77, ""description"": ""visualize compelling synergies"", ""quantity"": 2.8, ""reference"": ""qC-987"", ""unit_price"": 30.5}, {""amount"": 494.6, ""description"": ""unleash value-added technologies"", ""quantity"": 2.56, ""reference"": ""Mo-663"", ""unit_price"": 91.07}, {""amount"": 111.81, ""description"": ""empower robust channels"", ""quantity"": 4.19, ""reference"": ""aK-315"", ""unit_price"": 54.88}]"
validation,6223,60222.png,low,decimal_rounding|date_offset|missing_character,payment.total|invoice.date|seller.address,4,,,,,USCGC Thompson FPO AE 45067,USCGC Thompson FPO AE 4507,,,,,,,"0890 Martinez Run Suite 566 West Emilymouth, WI 55417","0890 Martinez Run Suite 566 West Emilymouth, WI 55417",3451-6983,3451-6983,08.08.1993,09.08.1993,,,,,,,,,891.78,892.0,"[{""amount"": 494.34, ""description"": ""enhance interactive infrastructures"", ""quantity"": 5.03, ""reference"": ""Lt-542"", ""unit_price"": 29.34}, {""amount"": 188.27, ""description"": ""incentivize user-centric niches"", ""quantity"": 5.75, ""reference"": ""xU-955"", ""unit_price"": 75.05}, {""amount"": 410.98, ""description"": ""scale customized e-commerce"", ""quantity"": 3.2, ""reference"": ""EL-852"", ""unit_price"": 60.36}, {""amount"": 352.9, ""description"": ""cultivate dynamic partnerships"", ""quantity"": 9.07, ""reference"": ""zb-356"", ""unit_price"": 54.78}]","[{""amount"": 494.34, ""description"": ""enhance interactive infrastructures"", ""quantity"": 5.03, ""reference"": ""Lt-542"", ""unit_price"": 29.34}, {""amount"": 188.27, ""description"": ""incentivize user-centric niches"", ""quantity"": 5.75, ""reference"": ""xU-955"", ""unit_price"": 75.05}, {""amount"": 410.98, ""description"": ""scale customized e-commerce"", ""quantity"": 3.2, ""reference"": ""EL-852"", ""unit_price"": 60.36}, {""amount"": 352.9, ""description"": ""cultivate dynamic partnerships"", ""quantity"": 9.07, ""reference"": ""zb-356"", ""unit_price"": 54.78}]"
validation,6224,60223.png,low,product_description_shuffle,products.0.description|products.1.description|products.2.description|products.3.description|products.4.description|products.5.description|products.6.description,7,,,,,"48220 Simpson Island Apt. 804 South Kimberlyville, MP 11242","48220 Simpson Island Apt. 804 South Kimberlyville, MP 11242",,,,,,,"539 Debbie Club Suite 666 Medinachester, CT 80065","539 Debbie Club Suite 666 Medinachester, CT 80065",4375-1643,4375-1643,06.01.2001,06.01.2001,,,,,,,,,554.54,554.54,"[{""amount"": 127.74, ""description"": ""re-contextualize visionary e-markets"", ""quantity"": 5.47, ""reference"": ""kN-946"", ""unit_price"": 37.48}, {""amount"": 393.15, ""description"": ""optimize wireless applications"", ""quantity"": 9.57, ""reference"": ""xW-548"", ""unit_price"": 78.44}, {""amount"": 293.07, ""description"": ""orchestrate compelling infrastructures"", ""quantity"": 8.17, ""reference"": ""Zl-308"", ""unit_price"": 77.14}, {""amount"": 346.83, ""description"": ""brand compelling synergies"", ""quantity"": 1.38, ""reference"": ""fr-577"", ""unit_price"": 55.41}, {""amount"": 230.52, ""description"": ""e-enable user-centric communities"", ""quantity"": 7.88, ""reference"": ""lN-708"", ""unit_price"": 12.78}, {""amount"": 483.97, ""description"": ""enable bricks-and-clicks e-commerce"", ""quantity"": 7.3, ""reference"": ""pB-043"", ""unit_price"": 45.41}, {""amount"": 492.98, ""description"": ""incentivize revolutionary web-readiness"", ""quantity"": 1.72, ""reference"": ""IT-385"", ""unit_price"": 47.24}]","[{""amount"": 127.74, ""description"": ""enable bricks-and-clicks e-commerce"", ""quantity"": 5.47, ""reference"": ""kN-946"", ""unit_price"": 37.48}, {""amount"": 393.15, ""description"": ""optimize wireless applications"", ""quantity"": 9.57, ""reference"": ""xW-548"", ""unit_price"": 78.44}, {""amount"": 293.07, ""description"": ""brand compelling synergies"", ""quantity"": 8.17, ""reference"": ""Zl-308"", ""unit_price"": 77.14}, {""amount"": 346.83, ""description"": ""e-enable user-centric communities"", ""quantity"": 1.38, ""reference"": ""fr-577"", ""unit_price"": 55.41}, {""amount"": 230.52, ""description"": ""incentivize revolutionary web-readiness"", ""quantity"": 7.88, ""reference"": ""lN-708"", ""unit_price"": 12.78}, {""amount"": 483.97, ""description"": ""orchestrate compelling infrastructures"", ""quantity"": 7.3, ""reference"": ""pB-043"", ""unit_price"": 45.41}, {""amount"": 492.98, ""description"": ""re-contextualize visionary e-markets"", ""quantity"": 1.72, ""reference"": ""IT-385"", ""unit_price"": 47.24}]"
validation,6225,60224.png,medium,case_variation|ocr_char_confusion|ocr_char_confusion|small_amount_delta|date_offset,buyer.address|products.1.description|products.2.description|products.0.unit_price|invoice.date,7,,,,,"97888 Miller Shoal Apt. 058 Stanleybury, NV 65494","97888 Miller Shoal Apt. 058 Stanleybury, NV 65494",,,,,,,"10020 Cummings Ferry North Franceston, WA 47451","10020 cummings ferry north franceston, wa 47451",1972-1768,1972-1768,14.05.2003,11.05.2003,,,,,,,,,737.01,737.01,"[{""amount"": 75.75, ""description"": ""strategize cross-platform web services"", ""quantity"": 6.67, ""reference"": ""UK-158"", ""unit_price"": 75.92}, {""amount"": 383.51, ""description"": ""leverage sticky portals"", ""quantity"": 6.59, ""reference"": ""lG-718"", ""unit_price"": 27.35}, {""amount"": 48.25, ""description"": ""matrix bricks-and-clicks action-items"", ""quantity"": 3.85, ""reference"": ""lj-035"", ""unit_price"": 93.95}, {""amount"": 133.04, ""description"": ""syndicate bleeding-edge systems"", ""quantity"": 4.55, ""reference"": ""Gy-996"", ""unit_price"": 84.15}, {""amount"": 150.39, ""description"": ""enable enterprise metrics"", ""quantity"": 1.08, ""reference"": ""tr-643"", ""unit_price"": 13.51}, {""amount"": 330.32, ""description"": ""orchestrate frictionless ROI"", ""quantity"": 5.96, ""reference"": ""Dk-368"", ""unit_price"": 57.45}, {""amount"": 265.58, ""description"": ""unleash cross-media solutions"", ""quantity"": 9.08, ""reference"": ""lb-893"", ""unit_price"": 90.35}]","[{""amount"": 75.75, ""description"": ""strategize cross-platform web services"", ""quantity"": 6.67, ""reference"": ""UK-158"", ""unit_price"": 75.13}, {""amount"": 383.51, ""description"": ""1everage sticky portals"", ""quantity"": 6.59, ""reference"": ""lG-718"", ""unit_price"": 27.35}, {""amount"": 48.25, ""description"": ""matrix bricks-and-clicks acti0n-items"", ""quantity"": 3.85, ""reference"": ""lj-035"", ""unit_price"": 93.95}, {""amount"": 133.04, ""description"": ""syndicate bleeding-edge systems"", ""quantity"": 4.55, ""reference"": ""Gy-996"", ""unit_price"": 84.15}, {""amount"": 150.39, ""description"": ""enable enterprise metrics"", ""quantity"": 1.08, ""reference"": ""tr-643"", ""unit_price"": 13.51}, {""amount"": 330.32, ""description"": ""orchestrate frictionless ROI"", ""quantity"": 5.96, ""reference"": ""Dk-368"", ""unit_price"": 57.45}, {""amount"": 265.58, ""description"": ""unleash cross-media solutions"", ""quantity"": 9.08, ""reference"": ""lb-893"", ""unit_price"": 90.35}]"
validation,6226,60225.png,low,small_amount_delta|small_amount_delta|digit_transposition,payment.total|products.0.quantity|products.2.quantity,4,,,,,"PSC 8859, Box 0801 APO AE 90341","PSC 8859, Box 0801 APO AE 90341",,,,,,,"91692 Mary Loop Suite 310 Stephanieview, MP 08847","91692 Mary Loop Suite 310 Stephanieview, MP 08847",4954-0079,4954-0079,05.07.2005,05.07.2005,,,,,,,,,379.98,382.05,"[{""amount"": 13.98, ""description"": ""disintermediate 24/7 niches"", ""quantity"": 4.35, ""reference"": ""MZ-983"", ""unit_price"": 77.29}, {""amount"": 72.87, ""description"": ""syndicate compelling synergies"", ""quantity"": 5.65, ""reference"": ""cH-031"", ""unit_price"": 84.18}, {""amount"": 446.82, ""description"": ""whiteboard granular web-readiness"", ""quantity"": 3.87, ""reference"": ""im-502"", ""unit_price"": 64.57}, {""amount"": 70.11, ""description"": ""transform cross-media convergence"", ""quantity"": 5.75, ""reference"": ""oS-516"", ""unit_price"": 57.81}]","[{""amount"": 13.98, ""description"": ""disintermediate 24/7 niches"", ""quantity"": 2.32, ""reference"": ""MZ-983"", ""unit_price"": 77.29}, {""amount"": 72.87, ""description"": ""syndicate compelling synergies"", ""quantity"": 5.65, ""reference"": ""cH-031"", ""unit_price"": 84.18}, {""amount"": 446.82, ""description"": ""whiteboard granular web-readiness"", ""quantity"": 3.78, ""reference"": ""im-502"", ""unit_price"": 64.57}, {""amount"": 70.11, ""description"": ""transform cross-media convergence"", ""quantity"": 5.75, ""reference"": ""oS-516"", ""unit_price"": 57.81}]"
test,6231,60230.png,low,digit_transposition,products.0.unit_price,6,,,,,"189 White Squares Rileytown, RI 22173","189 White Squares Rileytown, RI 22173",,,,,,,"5954 Bray Field Apt. 697 New Caroline, MT 27939","5954 Bray Field Apt. 697 New Caroline, MT 27939",7370-6956,7370-6956,11.06.2020,11.06.2020,,,,,,,,,969.64,969.64,"[{""amount"": 57.43, ""description"": ""enhance leading-edge systems"", ""quantity"": 6.98, ""reference"": ""Kn-832"", ""unit_price"": 53.14}, {""amount"": 496.11, ""description"": ""iterate web-enabled methodologies"", ""quantity"": 2.98, ""reference"": ""SW-566"", ""unit_price"": 87.04}, {""amount"": 183.78, ""description"": ""expedite efficient functionalities"", ""quantity"": 9.88, ""reference"": ""Zi-368"", ""unit_price"": 10.37}, {""amount"": 258.48, ""description"": ""monetize mission-critical relationships"", ""quantity"": 1.22, ""reference"": ""RG-113"", ""unit_price"": 12.72}, {""amount"": 78.99, ""description"": ""iterate world-class initiatives"", ""quantity"": 2.9, ""reference"": ""fG-871"", ""unit_price"": 67.17}, {""amount"": 289.69, ""description"": ""architect cross-platform metrics"", ""quantity"": 1.76, ""reference"": ""uA-024"", ""unit_price"": 81.28}]","[{""amount"": 57.43, ""description"": ""enhance leading-edge systems"", ""quantity"": 6.98, ""reference"": ""Kn-832"", ""unit_price"": 53.41}, {""amount"": 496.11, ""description"": ""iterate web-enabled methodologies"", ""quantity"": 2.98, ""reference"": ""SW-566"", ""unit_price"": 87.04}, {""amount"": 183.78, ""description"": ""expedite efficient functionalities"", ""quantity"": 9.88, ""reference"": ""Zi-368"", ""unit_price"": 10.37}, {""amount"": 258.48, ""description"": ""monetize mission-critical relationships"", ""quantity"": 1.22, ""reference"": ""RG-113"", ""unit_price"": 12.72}, {""amount"": 78.99, ""description"": ""iterate world-class initiatives"", ""quantity"": 2.9, ""reference"": ""fG-871"", ""unit_price"": 67.17}, {""amount"": 289.69, ""description"": ""architect cross-platform metrics"", ""quantity"": 1.76, ""reference"": ""uA-024"", ""unit_price"": 81.28}]"
test,6233,60232.png,low,decimal_rounding,products.1.quantity,3,,,,,"8769 Lori Ridges Suite 993 Lake Jodybury, MP 33318","8769 Lori Ridges Suite 993 Lake Jodybury, MP 33318",,,,,,,"43739 Gary Shores Apt. 200 West Annette, SD 26282","43739 Gary Shores Apt. 200 West Annette, SD 26282",9168-0388,9168-0388,29.07.2018,29.07.2018,,,,,,,,,909.24,909.24,"[{""amount"": 14.51, ""description"": ""strategize vertical web services"", ""quantity"": 6.68, ""reference"": ""zc-346"", ""unit_price"": 30.85}, {""amount"": 385.04, ""description"": ""empower open-source web-readiness"", ""quantity"": 9.28, ""reference"": ""Ba-872"", ""unit_price"": 19.1}, {""amount"": 488.74, ""description"": ""mesh viral info-mediaries"", ""quantity"": 8.52, ""reference"": ""CY-840"", ""unit_price"": 37.79}]","[{""amount"": 14.51, ""description"": ""strategize vertical web services"", ""quantity"": 6.68, ""reference"": ""zc-346"", ""unit_price"": 30.85}, {""amount"": 385.04, ""description"": ""empower open-source web-readiness"", ""quantity"": 9.0, ""reference"": ""Ba-872"", ""unit_price"": 19.1}, {""amount"": 488.74, ""description"": ""mesh viral info-mediaries"", ""quantity"": 8.52, ""reference"": ""CY-840"", ""unit_price"": 37.79}]"
test,6234,60233.png,low,missing_character|digit_transposition,products.0.description|products.0.quantity,1,,,,,"362 Willis Terrace Apt. 355 Port Michael, NY 82086","362 Willis Terrace Apt. 355 Port Michael, NY 82086",,,,,,,"6323 Joseph Mount Apt. 788 New April, MO 27415","6323 Joseph Mount Apt. 788 New April, MO 27415",7296-5283,7296-5283,01.04.2006,01.04.2006,,,,,,,,,114.86,114.86,"[{""amount"": 350.2, ""description"": ""innovate B2B e-markets"", ""quantity"": 7.63, ""reference"": ""pk-203"", ""unit_price"": 43.27}]","[{""amount"": 350.2, ""description"": ""innovate B2B e-makets"", ""quantity"": 7.36, ""reference"": ""pk-203"", ""unit_price"": 43.27}]"
validation,6244,60243.png,medium,missing_character|small_amount_delta|small_amount_delta|date_format_variation|small_amount_delta|missing_character|ocr_char_confusion,products.0.description|products.0.quantity|payment.total|invoice.date|products.1.unit_price|buyer.address|products.1.description,2,,,,,"04882 Cooley Brooks Suite 418 Dawnberg, ND 21431","04882 Cooley Brooks Suite 418 Dawnberg, ND 21431",,,,,,,"272 Boone Hill Suite 759 West George, OK 21120","272 Boone Hill Sute 759 West George, OK 21120",6636-0633,6636-0633,15.05.2017,2017-05-15,,,,,,,,,475.7,474.52,"[{""amount"": 103.82, ""description"": ""mesh bricks-and-clicks solutions"", ""quantity"": 1.73, ""reference"": ""KV-356"", ""unit_price"": 50.63}, {""amount"": 260.56, ""description"": ""reinvent open-source action-items"", ""quantity"": 1.11, ""reference"": ""es-441"", ""unit_price"": 28.32}]","[{""amount"": 103.82, ""description"": ""mesh bricks-and-click solutions"", ""quantity"": 4.02, ""reference"": ""KV-356"", ""unit_price"": 50.63}, {""amount"": 260.56, ""description"": ""reinvent open-source acti0n-items"", ""quantity"": 1.11, ""reference"": ""es-441"", ""unit_price"": 28.71}]"
test,6248,60247.png,low,small_amount_delta,products.0.unit_price,4,,,,,"PSC 7527, Box 5038 APO AE 54572","PSC 7527, Box 5038 APO AE 54572",,,,,,,"451 Robles Loaf Suite 631 Colonton, NJ 58194","451 Robles Loaf Suite 631 Colonton, NJ 58194",8659-6387,8659-6387,27.08.2016,27.08.2016,,,,,,,,,373.14,373.14,"[{""amount"": 196.1, ""description"": ""empower real-time ROI"", ""quantity"": 8.98, ""reference"": ""yB-827"", ""unit_price"": 72.14}, {""amount"": 184.12, ""description"": ""enhance end-to-end infrastructures"", ""quantity"": 8.04, ""reference"": ""fI-359"", ""unit_price"": 30.22}, {""amount"": 16.49, ""description"": ""monetize best-of-breed convergence"", ""quantity"": 4.12, ""reference"": ""WM-007"", ""unit_price"": 89.72}, {""amount"": 251.44, ""description"": ""target bleeding-edge vortals"", ""quantity"": 7.32, ""reference"": ""Om-094"", ""unit_price"": 52.59}]","[{""amount"": 196.1, ""description"": ""empower real-time ROI"", ""quantity"": 8.98, ""reference"": ""yB-827"", ""unit_price"": 70.42}, {""amount"": 184.12, ""description"": ""enhance end-to-end infrastructures"", ""quantity"": 8.04, ""reference"": ""fI-359"", ""unit_price"": 30.22}, {""amount"": 16.49, ""description"": ""monetize best-of-breed convergence"", ""quantity"": 4.12, ""reference"": ""WM-007"", ""unit_price"": 89.72}, {""amount"": 251.44, ""description"": ""target bleeding-edge vortals"", ""quantity"": 7.32, ""reference"": ""Om-094"", ""unit_price"": 52.59}]"
test,6258,60257.png,low,small_amount_delta|missing_character,products.2.unit_price|products.2.description,3,,,,,"488 Cheryl Mountain West Leetown, VA 31487","488 Cheryl Mountain West Leetown, VA 31487",,,,,,,"62027 Henry Burgs Apt. 222 Calderonland, SD 32251","62027 Henry Burgs Apt. 222 Calderonland, SD 32251",3321-8955,3321-8955,29.03.1997,29.03.1997,,,,,,,,,578.94,578.94,"[{""amount"": 463.56, ""description"": ""redefine scalable platforms"", ""quantity"": 3.46, ""reference"": ""Hr-042"", ""unit_price"": 94.49}, {""amount"": 80.74, ""description"": ""incubate holistic applications"", ""quantity"": 7.73, ""reference"": ""tu-959"", ""unit_price"": 78.7}, {""amount"": 83.15, ""description"": ""enable granular web-readiness"", ""quantity"": 1.49, ""reference"": ""wh-782"", ""unit_price"": 94.27}]","[{""amount"": 463.56, ""description"": ""redefine scalable platforms"", ""quantity"": 3.46, ""reference"": ""Hr-042"", ""unit_price"": 94.49}, {""amount"": 80.74, ""description"": ""incubate holistic applications"", ""quantity"": 7.73, ""reference"": ""tu-959"", ""unit_price"": 78.7}, {""amount"": 83.15, ""description"": ""enale granular web-readiness"", ""quantity"": 1.49, ""reference"": ""wh-782"", ""unit_price"": 92.14}]"
test,6260,60259.png,low,product_description_replace,products.3.description,4,,,,,"261 Mccall Walk Marvinport, MH 67948","261 Mccall Walk Marvinport, MH 67948",,,,,,,"222 Fitzpatrick Crossing Suite 182 Hughesville, WY 81333","222 Fitzpatrick Crossing Suite 182 Hughesville, WY 81333",0798-3853,0798-3853,05.05.2020,05.05.2020,,,,,,,,,963.23,963.23,"[{""amount"": 337.41, ""description"": ""visualize front-end experiences"", ""quantity"": 5.34, ""reference"": ""sw-118"", ""unit_price"": 32.61}, {""amount"": 284.65, ""description"": ""reinvent user-centric web-readiness"", ""quantity"": 5.32, ""reference"": ""iV-476"", ""unit_price"": 63.6}, {""amount"": 221.8, ""description"": ""optimize proactive e-markets"", ""quantity"": 6.82, ""reference"": ""CT-680"", ""unit_price"": 15.61}, {""amount"": 325.3, ""description"": ""architect granular methodologies"", ""quantity"": 1.69, ""reference"": ""yB-994"", ""unit_price"": 42.69}]","[{""amount"": 337.41, ""description"": ""visualize front-end experiences"", ""quantity"": 5.34, ""reference"": ""sw-118"", ""unit_price"": 32.61}, {""amount"": 284.65, ""description"": ""reinvent user-centric web-readiness"", ""quantity"": 5.32, ""reference"": ""iV-476"", ""unit_price"": 63.6}, {""amount"": 221.8, ""description"": ""optimize proactive e-markets"", ""quantity"": 6.82, ""reference"": ""CT-680"", ""unit_price"": 15.61}, {""amount"": 325.3, ""description"": ""incubate extensible vortals"", ""quantity"": 1.69, ""reference"": ""yB-994"", ""unit_price"": 42.69}]"
